blue_average_level,blue_total_gold,blue_totalDamageDoneToChampions,blue_totalDamageDone,blue_minionsKilled,blue_timeEnemySpentControlled,blue_jungleMinionsKilled,blue_currentGold,blue_first_blood,blue_champions_killed,red_average_level,red_total_gold,red_totalDamageDoneToChampions,red_totalDamageDone,red_minionsKilled,red_timeEnemySpentControlled,red_jungleMinionsKilled,red_currentGold,red_first_blood,red_champions_killed,blue_win
6.4,14234,9950,118768,186,256514,56,1699,1,2,7.0,22013,14850,152104,244,499247,64,2768,0,14,1
7.0,16711,11238,124998,222,263126,43,2436,1,5,7.2,16741,14477,149559,243,404525,64,2526,0,5,1
7.0,16184,17184,149772,214,362848,68,3429,0,5,7.0,18306,18432,143056,192,1056557,56,3491,1,11,0
7.4,14711,8679,122758,220,341073,64,3541,0,2,7.2,17743,14939,140346,248,545789,56,7503,1,6,1
7.4,23864,24918,156449,250,374660,56,3244,1,20,6.8,18035,19954,105399,197,261749,36,1005,0,10,0
6.8,17360,16781,116210,224,478218,44,3165,1,7,6.4,15508,17708,227418,169,315409,50,3218,0,6,0
1.0,2520,0,1950,1,7462,0,20,0,0,1.2,2580,0,2719,0,2246,4,580,0,0,0
7.2,16853,13255,130966,224,200510,59,2163,1,6,7.2,18609,15447,151088,251,207782,60,3919,0,8,1
7.0,14794,9829,123810,208,379879,64,3123,0,2,7.6,19062,14803,176329,243,657771,76,5682,1,10,1
7.2,17804,11574,152336,236,212053,56,6299,1,6,6.4,14581,10806,123085,193,975980,56,3161,0,3,0
7.0,16756,14976,143435,222,442871,52,3356,0,5,7.2,18394,12676,135892,242,306213,56,5494,1,8,1
7.2,17501,16956,136306,223,142718,68,2686,0,7,7.0,17492,13124,122391,197,460072,52,3492,1,7,1
7.2,17665,11858,124056,243,465429,59,3460,0,5,6.8,15708,14736,134598,203,367196,56,2818,1,4,0
6.8,20241,18822,138018,223,418596,50,4636,1,12,6.6,14910,15897,96419,147,216796,46,1925,0,6,0
6.8,15101,9879,125827,195,388141,52,2976,0,4,7.2,18060,16178,128883,243,363619,48,3875,1,8,1
7.0,15996,10243,133387,221,228569,60,2261,0,5,7.6,19286,13948,149075,239,447522,56,4301,1,9,1
7.2,18731,17167,138757,223,413825,55,6261,0,9,6.8,14459,13329,116912,190,602374,50,1594,1,3,0
7.0,17136,14158,125377,224,441555,46,2801,1,6,7.2,17908,18481,145204,221,386445,56,1958,0,8,1
7.2,17146,12201,139770,204,834004,72,1886,0,8,7.0,20047,22008,152999,200,285078,56,2867,1,14,1
7.0,14653,7813,154940,258,505131,68,1983,0,0,7.2,18307,13091,143157,244,488751,52,5367,1,6,0
7.0,17164,12609,132568,243,420469,56,2534,0,5,7.0,18193,15461,152516,232,231951,66,3448,1,7,1
6.8,15089,16397,104785,185,231011,53,2989,0,5,7.4,21116,21981,176132,238,585185,56,5261,1,12,1
6.4,17869,17680,111469,181,390195,37,2734,1,9,6.8,19616,22881,133128,228,255247,34,4206,0,11,1
7.4,19397,16484,122985,231,504436,49,2601,1,13,6.4,14257,12551,114626,209,507981,44,1887,0,2,0
9.4,33724,31665,166266,170,641159,28,2789,0,13,9.6,37885,33385,175491,206,435371,16,3000,1,20,0
7.0,17314,15502,135089,219,486593,52,1799,0,7,7.0,16657,13811,129332,212,588575,48,2642,1,8,1
7.4,18599,16085,159450,246,506846,54,4979,1,9,6.8,15657,12123,123114,226,531274,48,2162,0,3,0
10.2,43268,53616,206065,228,308127,8,7288,1,33,10.6,39855,47338,185255,203,538077,23,4490,0,25,0
9.6,31589,27618,138112,184,383333,12,2504,1,11,10.2,39366,40327,261662,253,278245,59,4611,0,21,1
7.2,15615,11503,245566,234,126881,58,1455,0,4,7.2,19060,15019,135145,243,236070,56,2545,1,10,1
7.0,17056,15832,120475,232,363571,44,1391,1,7,7.0,16650,16917,157993,231,1231280,72,2745,0,5,1
7.4,18262,15285,145136,217,647141,60,2857,1,9,7.0,17054,12155,148710,227,457698,64,4384,0,6,0
7.0,16703,15674,135115,242,230956,52,1633,1,6,6.6,13976,9571,109021,216,270724,51,876,0,1,1
6.4,14806,13180,104782,175,222404,52,2441,0,4,7.6,23431,22409,171576,243,305263,60,5186,1,14,1
7.0,17845,13310,125175,223,233805,56,6030,0,8,6.8,16556,13440,118021,223,304250,52,4531,1,5,1
6.8,16217,14631,129438,200,116825,68,5287,0,5,7.2,17961,16115,153014,231,455757,51,2906,1,7,1
7.0,15774,11630,121017,211,416838,52,1959,1,5,7.6,17100,14376,159327,231,522827,72,3406,0,5,0
7.0,17082,16052,123236,212,219867,56,4137,0,6,7.4,17035,20718,121460,229,457840,60,2205,1,7,1
7.4,18044,16459,144274,212,802964,60,4149,0,9,7.2,16594,14747,135212,218,452126,68,2779,1,4,0
7.2,17940,16505,129065,198,283062,52,2315,1,9,6.8,17240,16967,130326,201,325530,56,3070,0,7,0
6.6,15550,15358,113497,195,223272,48,1200,0,5,7.4,18885,17631,156615,232,415647,60,3530,1,11,1
7.0,18088,15261,124507,177,834916,48,2588,1,9,7.2,19512,19931,161463,249,249388,60,3472,0,8,0
7.0,18266,20643,154242,214,1008246,62,4086,0,11,7.0,17833,16576,126201,222,403532,46,3013,1,9,0
7.4,18329,16128,160113,244,680190,76,1334,1,7,7.2,18021,14224,138771,216,458277,52,3431,0,9,0
6.6,16209,13171,91258,168,562457,51,3409,0,8,6.8,20387,19661,123323,199,230708,48,3447,1,16,0
5.8,12078,10479,106046,174,355814,48,578,0,0,7.2,21891,16462,150777,254,378089,36,6406,1,11,1
6.8,20018,16615,128525,225,332429,56,3878,1,12,6.4,14553,12192,124856,181,574079,54,3018,0,3,0
6.6,15697,8962,128129,204,333064,64,3612,1,2,6.6,15969,9752,141655,223,221112,52,2724,0,4,1
6.4,14481,14276,116351,191,423634,48,3421,0,3,7.2,20197,17752,162533,240,513548,60,4376,1,11,1
6.8,15745,14996,138012,219,622447,63,5285,1,3,7.2,16930,13617,155435,223,265988,76,3720,0,5,1
6.8,16213,14190,135612,256,355869,48,3398,1,4,7.2,16182,11440,142259,243,340074,60,3137,0,5,0
7.0,17524,17455,147954,254,520179,43,2999,1,6,7.0,17153,10254,126641,245,172352,48,4678,0,6,1
11.8,40269,69607,120548,87,313628,0,3979,0,37,12.2,42910,82554,163301,121,148347,0,2800,1,44,1
6.2,15773,13083,111413,168,197636,52,1653,0,7,7.4,20825,20173,141645,200,596997,58,4600,1,14,1
7.0,15661,12732,119913,204,164089,54,2441,0,5,7.2,17690,13981,160806,233,463984,61,2800,1,8,1
7.0,19651,18580,132031,212,363426,35,2685,1,12,7.0,19536,18081,142935,203,313830,72,1801,0,10,1
7.2,15685,11342,143228,250,356744,62,2595,0,2,7.0,15379,11579,142965,238,349497,65,2749,1,2,1
7.2,18539,16106,142838,235,297544,50,4099,1,8,7.2,16622,12328,140611,209,277228,57,5402,0,5,0
7.0,19776,17925,150435,230,275300,59,3321,1,10,6.2,16317,13354,124728,208,223288,55,1767,0,6,0
7.2,19148,21692,153963,266,445604,36,4373,1,9,7.0,15618,15277,119920,185,766576,52,3103,0,6,0
6.6,15767,11202,120675,225,276368,55,5232,0,4,6.8,19174,12588,144141,251,232470,48,2634,1,7,1
6.6,17679,16161,115337,194,238394,43,4339,1,6,7.0,18515,17294,127612,191,412713,55,2740,0,11,0
6.8,18705,17714,117175,233,184663,40,2910,1,9,6.4,14809,14765,103105,176,330576,40,1159,0,5,1
7.2,17734,16301,166264,234,375242,65,3979,1,8,6.6,14903,13937,129121,202,342967,64,3383,0,2,1
6.6,19001,18523,119797,213,328366,48,4221,0,10,6.8,17912,16176,119776,188,327988,56,3287,1,8,0
7.2,17242,16187,137513,227,572255,52,1952,1,6,7.2,19181,17380,145670,209,375141,56,3616,0,11,1
7.0,17634,16661,121251,217,293451,50,3429,0,8,7.2,16936,18572,136792,239,212394,60,4001,1,7,0
7.0,18404,19402,137512,207,391337,51,2814,1,9,7.0,17238,14900,127936,188,501973,60,5103,0,7,0
6.6,14458,10348,114070,216,287277,44,1533,1,2,7.0,18072,13019,137629,236,510171,60,4287,0,8,1
7.0,17142,11127,150613,242,437378,59,2032,1,6,7.0,15297,10649,122135,234,459464,52,2502,0,3,0
7.2,17156,14548,148510,240,334728,60,3556,0,5,7.0,15424,15813,129064,206,458444,56,2009,1,4,0
6.8,17625,14187,131432,233,303088,48,1610,1,9,6.6,14692,10741,115090,199,260614,56,3002,0,3,0
7.0,18128,18139,133865,222,391023,54,3128,1,10,7.0,18145,16174,137645,213,329141,46,4735,0,8,0
7.0,15187,11026,121455,226,275517,52,1672,1,3,7.0,15190,10490,157538,226,518621,79,3815,0,2,1
7.2,17260,12837,148793,241,343324,59,4115,1,6,6.6,15125,13517,131367,204,541126,52,1325,0,3,0
7.0,17368,14168,130516,225,457555,52,5213,1,5,7.0,15186,13643,142791,204,996675,68,5416,0,4,0
7.0,16112,12948,126634,241,95215,47,2647,0,3,7.2,16922,12673,141329,231,915667,60,6627,1,6,0
6.4,15821,15336,111333,200,501806,40,3071,0,5,6.6,17724,17113,125559,223,292828,52,3649,1,8,0
7.6,19580,18690,140127,214,312529,56,4875,0,13,7.4,19895,17156,134217,224,420241,51,4990,1,10,1
7.0,16823,16655,152445,222,599107,64,2758,1,6,7.0,15723,12739,100272,213,214294,32,1863,0,7,0
6.6,17580,13866,109599,165,241674,64,2865,1,8,6.8,18748,16823,127928,234,189671,48,5793,0,8,0
7.2,18230,13025,142844,233,245962,76,3330,1,7,7.0,17034,17308,157565,224,312094,56,3189,0,6,1
6.6,16288,17546,128600,193,577632,40,2613,1,5,7.4,18729,16684,132682,217,440078,48,2504,0,10,1
7.2,17114,9864,131464,212,257520,60,2084,1,7,7.2,17373,12146,136057,193,420212,60,2753,0,8,1
7.0,17142,14333,138495,219,326018,59,3957,1,6,7.2,16858,11554,142795,257,136948,64,2508,0,4,1
7.2,15948,11570,135287,235,282009,68,988,1,3,7.2,15379,9101,148763,242,261391,67,3029,0,2,1
6.8,17597,14905,131862,207,429699,59,5922,1,7,7.4,17680,16681,142660,220,731522,68,4745,0,7,0
7.0,16154,11907,131785,212,329785,56,4344,1,4,6.8,17131,10759,132676,249,282317,60,2466,0,5,1
7.0,17584,16957,120756,220,356285,47,1894,1,6,7.2,18639,17199,130123,212,434688,52,3109,0,11,1
7.4,19731,17159,180134,238,1121564,63,2611,0,11,7.4,18838,23000,146320,221,435668,60,4078,1,10,0
7.4,17938,19101,160737,230,828788,59,1773,0,7,6.8,17972,17570,120059,210,317678,40,2472,1,8,0
7.4,19087,20152,141780,251,651342,61,3187,1,9,6.8,16882,19670,116873,197,348620,30,2047,0,8,1
7.2,18016,16875,153512,181,863990,71,2841,1,9,6.8,15523,12729,110904,214,312171,40,3553,0,4,0
6.4,14966,12861,115986,179,507980,43,2866,0,4,7.0,18247,18743,128395,172,216843,52,4166,1,9,1
6.6,17786,15134,99347,195,222608,36,2206,1,9,6.8,16204,16000,108420,231,360657,36,4814,0,4,0
7.2,18371,18442,129583,229,560502,48,3086,1,7,6.8,14634,13518,123851,199,1009138,60,2674,0,3,0
6.8,18772,17547,119776,193,383281,46,3977,1,11,7.2,18769,23295,141020,256,386560,44,2914,0,9,1
7.2,16773,10062,123484,205,274652,55,4968,1,6,7.2,16700,8571,153877,260,446531,72,2570,0,3,0
7.4,18767,19592,143917,240,394181,60,4756,0,9,6.4,14907,17914,122693,212,936562,37,1467,1,3,0
7.0,16574,11983,129279,229,464078,58,3289,1,4,7.4,18179,16166,160595,232,165357,72,2294,0,7,1
6.6,18884,18596,128838,200,535038,52,2729,1,9,6.8,18425,17839,129395,204,287925,39,3870,0,9,1
7.0,16173,13300,136947,222,366346,51,4373,0,3,6.8,16318,12119,132203,216,209402,50,1953,1,5,1
7.0,17026,17532,130432,236,365432,45,4106,1,5,6.8,14877,11912,130166,224,330017,46,3227,0,3,1
6.8,20230,17038,133504,174,290564,48,2560,1,13,6.4,15996,15985,113226,197,311867,44,3516,0,6,0
7.2,21090,21553,165473,227,631538,59,3821,1,14,6.8,16405,14970,133343,206,251852,56,2785,0,5,0
7.2,19991,16623,133247,230,388914,52,3436,1,12,7.0,18444,22402,147260,234,278248,64,2774,0,9,1
7.0,19731,14317,129732,202,431688,54,4526,1,12,7.0,16915,15744,119373,211,368262,48,1710,0,8,0
6.6,17699,17443,133208,209,321221,54,3304,0,7,6.8,17965,17430,124862,198,578938,38,4130,1,10,1
7.0,17184,13914,120716,196,223648,52,3884,1,8,7.0,18320,14361,119020,222,157561,46,2775,0,9,0
6.6,15868,12656,119308,209,395375,48,1358,1,6,6.8,16389,14213,139928,224,464057,60,2434,0,4,1
6.8,18099,16677,122220,215,399474,40,1794,0,10,6.6,15935,13003,107638,160,367867,56,3440,1,7,0
7.0,18378,14653,131982,217,322703,52,5898,1,8,7.0,16441,11755,127898,205,260845,60,2036,0,7,1
7.4,19925,22442,135044,236,243418,47,5295,1,12,6.8,15282,12444,142259,219,371966,60,2627,0,3,0
7.4,17438,15532,133576,208,380274,64,2838,1,7,7.2,17701,17534,130433,226,397683,44,2776,0,8,1
7.2,15589,13524,139547,242,356570,64,1424,1,3,7.2,16064,12752,200854,235,165863,52,3454,0,5,1
7.4,17689,14526,159404,240,399499,64,4308,0,7,7.0,15627,13821,119779,224,321721,48,2547,1,3,0
7.2,17120,14962,142517,244,485228,70,4765,1,5,7.0,16965,15864,124116,239,180327,45,4370,0,5,1
7.0,16555,15872,124203,189,174216,52,3970,1,7,7.0,15496,15701,130483,188,1143086,59,3826,0,4,1
7.2,17817,15403,147479,239,619948,67,2877,1,7,7.2,17104,13104,141142,232,1261611,68,1589,0,5,1
7.0,18147,15280,123493,214,470342,55,3577,1,8,7.0,15610,12635,128374,204,618667,64,4530,0,4,0
7.4,19541,15773,149718,239,731673,62,4021,0,11,7.0,18059,17126,133432,215,1026759,57,1864,1,8,1
7.0,16520,13207,123396,201,298733,55,2285,1,6,6.8,15401,10595,144068,226,519767,64,4001,0,2,0
7.0,17282,17020,137183,211,449678,69,4657,0,7,6.4,16797,12227,116456,198,380527,42,817,1,7,0
7.4,16938,13191,135846,237,214060,64,2533,0,6,6.8,16565,14338,128718,219,151607,48,1170,1,6,0
6.2,16883,15469,93623,174,332492,36,2428,0,10,6.8,19897,22805,132507,217,387377,32,4382,1,13,1
7.0,16694,11870,143081,244,252052,56,5024,1,5,6.8,14749,10257,117098,223,428546,44,2734,0,3,0
7.0,18001,15145,124691,222,185977,44,3856,1,9,6.8,17088,15925,125214,213,356314,56,3703,0,7,1
6.8,15744,17263,134236,226,435516,56,4654,0,4,6.4,16610,18493,112447,194,355414,40,2800,1,8,0
6.6,14601,12583,140758,204,265889,68,5061,0,2,7.0,17006,14357,134033,230,305885,52,2716,1,9,1
6.6,16062,13953,98788,187,321467,32,2037,1,7,7.2,19287,15949,136328,213,337824,52,3027,0,10,1
7.2,16344,11648,129858,214,473670,68,2969,1,5,7.0,14609,15231,135024,201,253082,64,2229,0,3,0
7.0,17721,17836,114171,212,261679,44,3341,1,7,6.8,16334,13917,120880,199,383122,48,1399,0,7,1
6.6,18420,19939,130033,202,636881,56,2705,1,9,6.8,17616,18054,120650,216,270939,35,3706,0,9,0
7.0,18200,14419,132354,199,221967,64,3440,0,8,6.6,16344,16580,131714,227,250773,56,1324,1,6,0
6.8,18633,16847,128838,237,250311,47,1648,1,9,6.8,16360,17347,135677,171,238631,56,2320,0,8,0
6.8,15889,14784,131097,213,296092,48,1694,1,4,6.6,17032,11525,115113,195,256100,48,2847,0,8,0
6.6,16324,14627,127042,174,896312,52,1424,1,7,7.4,20344,26772,163301,223,524499,60,4920,0,14,1
7.0,16020,14485,109765,214,238011,43,3890,0,5,6.8,18310,18781,140212,204,401328,56,3070,1,9,0
6.8,17539,14171,120955,237,280906,44,2619,1,8,6.8,15204,13970,115645,204,511401,56,1394,0,3,0
7.0,17953,15293,141582,200,803042,64,823,1,8,7.2,16273,11221,155205,248,606304,68,3753,0,3,0
6.8,18369,14963,132961,225,492223,44,1144,1,8,7.0,17806,15997,121281,217,342994,52,1931,0,9,0
6.6,16775,15018,123625,210,439526,48,1685,0,5,7.0,19518,18698,140701,210,494628,50,3153,1,12,1
7.2,16891,12257,167543,228,456657,73,4256,1,6,7.2,16545,12920,158069,235,202022,71,4125,0,5,1
7.0,17676,14557,128419,247,412112,64,3736,0,5,7.0,17191,13254,146917,214,431712,72,2426,1,7,0
7.0,15652,14733,118737,190,331649,56,2927,0,4,7.2,20480,18565,132510,209,503765,46,2435,1,15,1
7.0,16508,9769,161950,257,398599,68,2988,1,3,7.4,15962,8618,141688,231,412435,68,4607,0,4,1
7.2,17648,12678,144417,230,438836,72,3373,1,9,6.8,18401,12612,137254,242,203128,48,3561,0,6,0
6.6,16011,14858,125180,238,445829,42,3371,0,3,7.0,19623,20521,126032,197,457947,53,6348,1,11,1
7.0,16473,13065,116620,223,260190,52,2598,0,6,7.4,17654,15454,156474,243,501020,68,2964,1,6,0
7.0,16481,11204,137501,217,365817,70,2036,1,5,6.8,15534,9574,125420,240,388617,58,3264,0,4,0
6.8,15950,12052,118540,188,412920,50,3040,1,5,6.8,15966,15419,124222,230,405632,61,3911,0,4,0
7.2,18958,14821,165215,251,300255,70,4582,0,8,6.8,15425,12860,128403,228,317620,53,4150,1,4,0
7.0,19582,19633,140265,222,393660,44,4257,1,11,7.0,17700,15978,144016,237,319664,73,2715,0,6,1
7.2,17003,14981,149462,250,432930,64,4478,1,5,7.2,16333,12112,133135,236,845205,52,4453,0,6,1
7.0,22113,22131,131996,208,497742,48,4823,1,17,6.4,15798,14091,107792,180,959973,48,1938,0,7,1
7.4,20403,18228,125299,237,206243,48,2363,1,11,6.4,14603,11356,105899,188,226199,36,1743,0,4,0
7.0,15840,13422,135983,236,465268,64,2725,0,3,7.0,15492,14173,148561,234,416105,72,2632,1,2,0
6.8,19564,18136,141560,225,364856,44,3479,1,10,7.0,17754,17077,138825,229,122215,52,1673,0,8,1
7.6,17195,12989,122084,248,373720,52,4555,1,7,7.2,15391,13340,129623,226,339906,68,3921,0,5,0
6.8,16910,12188,115997,217,359174,47,2700,1,7,6.8,14324,13483,124417,227,288233,56,3899,0,2,0
7.4,18552,16536,150413,244,215189,68,4452,1,11,6.8,14673,11119,117406,201,314225,55,2258,0,3,1
6.8,17352,13556,118654,183,449459,60,4967,1,8,6.8,15565,12798,113440,248,951142,44,3965,0,3,1
7.4,18328,17262,142925,217,261597,56,2073,0,8,7.0,16824,18898,211337,188,225308,40,2274,1,7,0
6.8,16219,12656,133393,224,247022,48,1530,0,4,6.6,15334,12040,108721,189,263973,40,2364,1,4,0
7.0,17635,17516,125668,222,261048,44,2110,0,7,7.0,15763,13272,120734,184,573574,54,3118,1,7,0
6.6,15943,12555,130644,217,300427,40,3973,0,5,7.4,18240,14976,136670,259,417203,44,2370,1,7,1
6.8,16320,14243,123613,203,233343,44,2895,0,5,7.0,17462,10636,126909,223,406698,63,3907,1,7,1
6.6,15683,14528,94709,187,451157,48,2708,0,7,7.0,19133,21814,159180,263,245622,38,3633,1,8,1
1.4,3228,658,10772,11,17065,8,728,0,0,1.4,3248,556,10096,16,115251,8,798,0,0,1
7.2,15369,13213,135891,238,217447,55,2409,0,4,7.0,16539,12335,156336,223,1031179,64,3319,1,4,0
7.2,17133,12618,159677,266,328586,64,3453,1,5,7.2,15864,10637,132799,241,284610,48,3449,0,3,1
7.0,18183,20034,126593,223,266581,42,2663,1,11,6.6,16616,18270,129778,210,458585,60,2971,0,6,0
7.0,14993,12010,142650,228,314627,64,2668,0,1,7.4,17395,16264,150401,253,254707,44,2855,1,7,1
7.2,19212,15163,152822,226,584423,64,3617,1,10,7.2,16383,17249,142484,225,429697,60,2823,0,5,0
6.6,16702,18869,129666,204,593662,49,1257,0,6,7.2,18042,16218,127930,201,396916,48,4237,1,8,1
6.8,15761,10230,136220,224,149181,52,3001,0,2,7.0,16389,13865,142801,236,638217,57,2034,1,3,1
6.8,15734,14345,134246,207,329939,56,2144,0,4,7.2,17131,14480,141664,230,321165,57,3931,1,6,1
7.2,17223,16370,134138,238,326321,59,3803,0,5,6.6,15431,11893,107360,216,188685,52,1876,1,5,0
6.6,16031,14606,151556,224,248484,68,2471,0,4,6.8,17867,14577,140490,238,397266,60,1342,1,7,1
7.2,16938,10747,153003,245,375358,53,3538,1,5,7.2,16824,17470,139302,218,427528,58,2719,0,6,0
6.8,16731,13724,127516,207,208999,48,1191,0,6,7.0,17140,13194,147064,193,375449,60,2055,1,8,0
7.2,17379,15549,167579,229,370327,76,4734,1,6,7.0,15480,12116,121768,210,273343,44,3415,0,5,0
6.6,14866,11460,106999,218,210318,32,2961,1,3,7.0,16569,12829,127097,229,341889,52,3049,0,5,1
6.6,17752,15437,128714,189,405926,56,3762,1,9,6.8,16248,14244,125597,222,338810,52,2613,0,6,0
6.8,15498,11800,134953,221,166811,60,2757,0,2,7.0,16466,13923,135258,210,443804,56,2601,1,5,1
6.4,14670,10917,113487,210,269500,55,2130,0,2,7.4,20321,18880,152164,229,778837,56,2521,1,13,1
7.2,19969,17904,131868,212,429292,52,4844,1,11,6.8,15559,15861,136129,218,490380,48,1849,0,3,0
7.0,16638,17256,125092,226,459738,59,473,0,5,7.4,19643,16346,138821,253,228537,52,5308,1,11,1
7.0,16607,17843,122169,219,305393,43,2517,1,8,7.4,16695,17045,140592,243,325097,55,3710,0,5,1
6.8,16175,11565,104265,194,192466,56,2774,0,6,7.0,18213,15879,109810,230,258891,36,4457,1,8,0
7.2,19279,12230,142517,241,552143,50,3614,1,7,5.6,13393,9763,102446,151,557397,49,2413,0,3,0
7.0,16073,14526,108219,196,412113,47,1713,0,5,7.0,18034,14714,126829,227,260565,48,2239,1,8,1
6.8,17743,12633,116638,227,466047,52,2653,1,8,6.8,15753,12669,119115,210,471961,64,3513,0,5,0
7.0,16358,15399,140905,194,403722,60,2003,1,6,7.2,18357,18921,131128,222,202279,56,2302,0,8,1
7.0,18079,20766,112452,162,293620,40,3949,1,12,7.0,17114,18727,133186,196,253116,68,4299,0,7,0
6.6,16459,15130,116120,187,297453,56,3244,1,7,7.0,18869,18456,129463,245,584379,51,1854,0,9,1
7.4,19820,19665,140712,240,196782,52,5600,1,10,7.2,17612,16710,127097,213,449013,48,3032,0,8,0
7.0,17438,16288,125456,226,356877,44,3263,0,8,7.4,20422,19618,137204,230,663582,52,5272,1,14,1
6.2,17525,19003,112481,210,396855,32,3770,0,9,7.0,18065,15848,120614,210,292964,52,4980,1,10,1
6.6,17150,12584,154662,230,537682,60,3035,0,5,6.8,17863,12541,125721,218,389044,52,2653,1,7,1
7.2,18232,17334,141738,223,488178,54,3732,0,9,7.0,17524,12250,128403,235,263438,59,1689,1,7,0
7.0,15861,13141,116378,218,177138,44,3066,1,4,7.0,15991,12118,119607,202,432313,60,3716,0,6,1
7.4,19913,17146,127482,222,601478,52,2442,1,11,6.8,15871,12827,131267,195,397154,56,2926,0,6,0
7.0,16464,17241,133822,195,683625,56,4129,1,8,7.0,15869,15029,127986,205,605236,52,3119,0,7,0
7.0,16584,13649,133322,228,545518,56,4709,1,3,7.0,15461,12324,129353,222,383181,44,2516,0,4,1
6.8,18574,17180,124470,191,316485,48,3214,1,12,6.8,15149,17605,124809,204,299956,52,2974,0,3,0
6.8,17254,13522,122460,229,249026,44,1979,1,6,7.2,16668,13716,109101,206,227838,60,2953,0,7,0
6.8,15392,15390,229263,168,316647,42,4107,1,7,6.8,18499,15303,139468,217,522382,51,2519,0,8,1
6.6,17962,17319,134931,211,353020,56,4257,1,7,7.0,20195,15388,118898,203,298011,47,4605,0,12,1
6.8,15846,13292,123584,227,363011,44,2436,0,3,7.0,18876,14756,144896,219,406918,68,4036,1,10,1
9.8,35326,37431,194493,213,419593,28,5366,0,17,10.2,40265,45022,192196,228,1000643,20,2875,1,24,1
6.8,17494,15860,129559,236,305210,48,2014,0,7,6.8,17949,16585,125347,209,188159,48,1604,1,9,0
6.6,15600,10399,126636,229,378834,48,4005,1,3,7.2,17613,13927,147020,194,621732,76,5793,0,9,1
10.2,33975,31498,96074,103,377174,0,1285,0,13,11.0,38167,43477,114542,122,405800,0,6832,1,28,0
7.6,19580,21667,142010,205,497440,60,3515,1,13,6.6,15550,15541,119787,191,434997,48,2575,0,4,0
6.6,15620,14608,102040,196,406211,44,1635,0,5,7.4,19304,18937,231928,248,262453,54,3904,1,9,1
11.0,37498,46077,110211,102,309666,0,8380,0,26,10.6,35734,34469,101033,105,477036,0,5816,1,21,0
6.6,16732,13584,116065,204,245171,48,2137,1,7,6.4,15488,16207,102619,184,466973,44,4193,0,5,0
11.8,39008,50628,118308,94,390179,0,4888,1,32,11.6,38172,64922,127302,94,371290,0,4162,0,33,0
7.2,17885,15414,136413,221,322599,56,3400,0,9,6.6,15930,12369,117715,184,321864,60,2900,1,6,0
10.4,34791,34367,93606,88,427900,0,3256,1,19,11.0,36571,39281,109059,106,583117,0,4456,0,23,1
11.2,36827,50641,126154,98,230495,0,1252,0,29,11.2,37064,50868,112774,99,337332,0,4839,1,25,0
7.0,16451,16711,140395,234,217037,47,3571,1,5,7.0,15156,12603,130479,223,420332,52,1906,0,3,0
7.2,15867,13923,139040,217,158553,56,1577,0,3,7.4,19358,16684,131621,222,516587,56,3743,1,12,1
7.4,18674,13579,135236,247,291538,56,3304,1,9,6.8,14713,13175,112216,216,275444,44,2783,0,3,0
6.8,17391,13640,146167,198,589968,66,3491,0,8,7.2,19374,15075,126095,223,353597,54,3529,1,10,1
6.4,16143,17818,129113,190,346749,47,3263,0,7,7.0,21069,20553,141648,213,383314,48,3614,1,12,1
6.8,16353,19228,118122,224,262697,31,2163,0,6,6.6,18372,13686,107157,194,307833,40,5022,1,10,1
